,0
2023-05-26 10:00:00+02:00,54.29
2023-05-26 11:00:00+02:00,36.77
2023-05-26 12:00:00+02:00,24.42
2023-05-26 13:00:00+02:00,32.31
2023-05-26 14:00:00+02:00,5.78
2023-05-26 15:00:00+02:00,0.55
2023-05-26 16:00:00+02:00,20.01
2023-05-26 17:00:00+02:00,52.23
2023-05-26 18:00:00+02:00,72.98
2023-05-26 19:00:00+02:00,87.9
2023-05-26 20:00:00+02:00,103.15
2023-05-26 21:00:00+02:00,98.06
2023-05-26 22:00:00+02:00,99.5
2023-05-26 23:00:00+02:00,92.5
2023-05-27 00:00:00+02:00,89.73
2023-05-27 01:00:00+02:00,83.51
2023-05-27 02:00:00+02:00,84.73
2023-05-27 03:00:00+02:00,83.27
2023-05-27 04:00:00+02:00,78.7
2023-05-27 05:00:00+02:00,77.1
2023-05-27 06:00:00+02:00,82.7
2023-05-27 07:00:00+02:00,82.99
2023-05-27 08:00:00+02:00,72.61
2023-05-27 09:00:00+02:00,55.06
2023-05-27 10:00:00+02:00,16.37
2023-05-27 11:00:00+02:00,1.45
2023-05-27 12:00:00+02:00,0.0
2023-05-27 13:00:00+02:00,4.17
2023-05-27 14:00:00+02:00,0.0
2023-05-27 15:00:00+02:00,0.0
2023-05-27 16:00:00+02:00,2.26
2023-05-27 17:00:00+02:00,55.08
2023-05-27 18:00:00+02:00,84.85
2023-05-27 19:00:00+02:00,95.4
2023-05-27 20:00:00+02:00,104.13
2023-05-27 21:00:00+02:00,105.11
2023-05-27 22:00:00+02:00,99.16
2023-05-27 23:00:00+02:00,94.71
2023-05-28 00:00:00+02:00,87.09
2023-05-28 01:00:00+02:00,84.0
2023-05-28 02:00:00+02:00,81.92
2023-05-28 03:00:00+02:00,77.87
2023-05-28 04:00:00+02:00,77.86
2023-05-28 05:00:00+02:00,74.98
2023-05-28 06:00:00+02:00,69.24
2023-05-28 07:00:00+02:00,64.85
2023-05-28 08:00:00+02:00,37.71
2023-05-28 09:00:00+02:00,0.0
2023-05-28 10:00:00+02:00,0.0
2023-05-28 11:00:00+02:00,-6.83
2023-05-28 12:00:00+02:00,14.87
2023-05-28 13:00:00+02:00,-42.0
2023-05-28 14:00:00+02:00,-22.74
2023-05-28 15:00:00+02:00,-50.0
2023-05-28 16:00:00+02:00,-15.18
2023-05-28 17:00:00+02:00,-0.06
2023-05-28 18:00:00+02:00,50.0
2023-05-28 19:00:00+02:00,72.9
2023-05-28 20:00:00+02:00,80.7
2023-05-28 21:00:00+02:00,78.18
2023-05-28 22:00:00+02:00,74.01
2023-05-28 23:00:00+02:00,69.5
2023-05-29 00:00:00+02:00,59.23
2023-05-29 01:00:00+02:00,53.9
2023-05-29 02:00:00+02:00,51.82
2023-05-29 03:00:00+02:00,43.81
2023-05-29 04:00:00+02:00,31.86
2023-05-29 05:00:00+02:00,34.91
2023-05-29 06:00:00+02:00,38.02
2023-05-29 07:00:00+02:00,58.71
2023-05-29 08:00:00+02:00,29.92
2023-05-29 09:00:00+02:00,0.01
2023-05-29 10:00:00+02:00,-2.1
2023-05-29 11:00:00+02:00,-15.0
2023-05-29 12:00:00+02:00,-51.99
2023-05-29 13:00:00+02:00,-89.86
2023-05-29 14:00:00+02:00,-90.0
2023-05-29 15:00:00+02:00,-70.86
2023-05-29 16:00:00+02:00,-19.22
2023-05-29 17:00:00+02:00,-5.2
2023-05-29 18:00:00+02:00,22.29
2023-05-29 19:00:00+02:00,72.89
2023-05-29 20:00:00+02:00,84.59
2023-05-29 21:00:00+02:00,80.33
2023-05-29 22:00:00+02:00,79.75
2023-05-29 23:00:00+02:00,74.24
2023-05-30 00:00:00+02:00,75.02
2023-05-30 01:00:00+02:00,71.05
2023-05-30 02:00:00+02:00,68.9
2023-05-30 03:00:00+02:00,52.78
2023-05-30 04:00:00+02:00,51.06
2023-05-30 05:00:00+02:00,75.91
2023-05-30 06:00:00+02:00,75.47
2023-05-30 07:00:00+02:00,111.67
2023-05-30 08:00:00+02:00,108.64
2023-05-30 09:00:00+02:00,90.06
2023-05-30 10:00:00+02:00,82.37
2023-05-30 11:00:00+02:00,70.23
2023-05-30 12:00:00+02:00,64.68
2023-05-30 13:00:00+02:00,57.56
2023-05-30 14:00:00+02:00,54.9
2023-05-30 15:00:00+02:00,51.89
2023-05-30 16:00:00+02:00,53.18
2023-05-30 17:00:00+02:00,79.39
2023-05-30 18:00:00+02:00,86.97
2023-05-30 19:00:00+02:00,108.63
2023-05-30 20:00:00+02:00,119.49
2023-05-30 21:00:00+02:00,102.4
2023-05-30 22:00:00+02:00,96.13
2023-05-30 23:00:00+02:00,89.65
2023-05-31 00:00:00+02:00,85.92
2023-05-31 01:00:00+02:00,73.41
2023-05-31 02:00:00+02:00,74.2
2023-05-31 03:00:00+02:00,62.64
2023-05-31 04:00:00+02:00,61.61
2023-05-31 05:00:00+02:00,72.7
2023-05-31 06:00:00+02:00,77.64
2023-05-31 07:00:00+02:00,106.48
2023-05-31 08:00:00+02:00,92.05
2023-05-31 09:00:00+02:00,86.41
2023-05-31 10:00:00+02:00,66.92
2023-05-31 11:00:00+02:00,46.55
2023-05-31 12:00:00+02:00,12.31
2023-05-31 13:00:00+02:00,0.92
2023-05-31 14:00:00+02:00,0.0
2023-05-31 15:00:00+02:00,1.75
2023-05-31 16:00:00+02:00,22.43
2023-05-31 17:00:00+02:00,66.83
2023-05-31 18:00:00+02:00,74.04
2023-05-31 19:00:00+02:00,80.26
2023-05-31 20:00:00+02:00,101.46
2023-05-31 21:00:00+02:00,99.4
2023-05-31 22:00:00+02:00,94.29
2023-05-31 23:00:00+02:00,82.9
2023-06-01 00:00:00+02:00,84.15
2023-06-01 01:00:00+02:00,74.3
2023-06-01 02:00:00+02:00,70.1
2023-06-01 03:00:00+02:00,65.05
2023-06-01 04:00:00+02:00,67.4
2023-06-01 05:00:00+02:00,75.39
2023-06-01 06:00:00+02:00,88.28
2023-06-01 07:00:00+02:00,101.71
2023-06-01 08:00:00+02:00,99.07
2023-06-01 09:00:00+02:00,87.3
2023-06-01 10:00:00+02:00,68.19
2023-06-01 11:00:00+02:00,59.92
2023-06-01 12:00:00+02:00,44.75
2023-06-01 13:00:00+02:00,9.36
2023-06-01 14:00:00+02:00,3.14
2023-06-01 15:00:00+02:00,27.71
2023-06-01 16:00:00+02:00,56.79
2023-06-01 17:00:00+02:00,72.4
2023-06-01 18:00:00+02:00,84.75
2023-06-01 19:00:00+02:00,97.39
2023-06-01 20:00:00+02:00,108.42
2023-06-01 21:00:00+02:00,103.4
2023-06-01 22:00:00+02:00,95.41
2023-06-01 23:00:00+02:00,86.53
2023-06-02 00:00:00+02:00,83.59
2023-06-02 01:00:00+02:00,79.4
2023-06-02 02:00:00+02:00,76.17
2023-06-02 03:00:00+02:00,68.98
2023-06-02 04:00:00+02:00,68.14
2023-06-02 05:00:00+02:00,73.29
2023-06-02 06:00:00+02:00,80.17
2023-06-02 07:00:00+02:00,93.28
2023-06-02 08:00:00+02:00,92.8
2023-06-02 09:00:00+02:00,84.37
2023-06-02 10:00:00+02:00,72.09
2023-06-02 11:00:00+02:00,63.15
2023-06-02 12:00:00+02:00,56.06
2023-06-02 13:00:00+02:00,42.61
2023-06-02 14:00:00+02:00,36.82
2023-06-02 15:00:00+02:00,44.9
2023-06-02 16:00:00+02:00,58.27
2023-06-02 17:00:00+02:00,76.62
2023-06-02 18:00:00+02:00,85.73
2023-06-02 19:00:00+02:00,93.58
2023-06-02 20:00:00+02:00,101.16
2023-06-02 21:00:00+02:00,95.45
2023-06-02 22:00:00+02:00,92.56
2023-06-02 23:00:00+02:00,85.06
2023-06-03 00:00:00+02:00,84.95
2023-06-03 01:00:00+02:00,80.3
2023-06-03 02:00:00+02:00,77.79
2023-06-03 03:00:00+02:00,75.2
2023-06-03 04:00:00+02:00,67.04
2023-06-03 05:00:00+02:00,73.85
2023-06-03 06:00:00+02:00,74.11
2023-06-03 07:00:00+02:00,73.63
2023-06-03 08:00:00+02:00,70.0
2023-06-03 09:00:00+02:00,59.97
2023-06-03 10:00:00+02:00,27.36
2023-06-03 11:00:00+02:00,5.0
2023-06-03 12:00:00+02:00,-0.01
2023-06-03 13:00:00+02:00,-3.17
2023-06-03 14:00:00+02:00,-3.39
2023-06-03 15:00:00+02:00,-0.79
2023-06-03 16:00:00+02:00,2.55
2023-06-03 17:00:00+02:00,45.66
2023-06-03 18:00:00+02:00,75.0
2023-06-03 19:00:00+02:00,80.08
2023-06-03 20:00:00+02:00,81.98
2023-06-03 21:00:00+02:00,77.85
2023-06-03 22:00:00+02:00,79.56
2023-06-03 23:00:00+02:00,81.17
2023-06-04 00:00:00+02:00,81.12
2023-06-04 01:00:00+02:00,74.9
2023-06-04 02:00:00+02:00,72.51
2023-06-04 03:00:00+02:00,70.51
2023-06-04 04:00:00+02:00,70.0
2023-06-04 05:00:00+02:00,69.33
2023-06-04 06:00:00+02:00,67.26
2023-06-04 07:00:00+02:00,64.77
2023-06-04 08:00:00+02:00,50.81
2023-06-04 09:00:00+02:00,21.93
2023-06-04 10:00:00+02:00,5.11
2023-06-04 11:00:00+02:00,0.0
2023-06-04 12:00:00+02:00,3.15
2023-06-04 13:00:00+02:00,-11.76
2023-06-04 14:00:00+02:00,-36.58
2023-06-04 15:00:00+02:00,-7.99
2023-06-04 16:00:00+02:00,0.0
2023-06-04 17:00:00+02:00,34.5
2023-06-04 18:00:00+02:00,78.21
2023-06-04 19:00:00+02:00,86.67
2023-06-04 20:00:00+02:00,94.0
2023-06-04 21:00:00+02:00,95.93
2023-06-04 22:00:00+02:00,97.66
2023-06-04 23:00:00+02:00,86.98
2023-06-05 00:00:00+02:00,78.71
2023-06-05 01:00:00+02:00,71.1
2023-06-05 02:00:00+02:00,70.07
2023-06-05 03:00:00+02:00,67.68
2023-06-05 04:00:00+02:00,69.58
2023-06-05 05:00:00+02:00,77.85
2023-06-05 06:00:00+02:00,99.73
2023-06-05 07:00:00+02:00,103.98
2023-06-05 08:00:00+02:00,99.95
2023-06-05 09:00:00+02:00,85.5
2023-06-05 10:00:00+02:00,75.0
2023-06-05 11:00:00+02:00,70.08
2023-06-05 12:00:00+02:00,68.79
2023-06-05 13:00:00+02:00,65.06
2023-06-05 14:00:00+02:00,66.41
2023-06-05 15:00:00+02:00,68.08
2023-06-05 16:00:00+02:00,74.67
2023-06-05 17:00:00+02:00,87.11
2023-06-05 18:00:00+02:00,92.7
2023-06-05 19:00:00+02:00,108.74
2023-06-05 20:00:00+02:00,105.3
2023-06-05 21:00:00+02:00,111.18
2023-06-05 22:00:00+02:00,100.57
2023-06-05 23:00:00+02:00,88.66
2023-06-06 00:00:00+02:00,80.2
2023-06-06 01:00:00+02:00,76.5
2023-06-06 02:00:00+02:00,73.16
2023-06-06 03:00:00+02:00,69.68
2023-06-06 04:00:00+02:00,67.58
2023-06-06 05:00:00+02:00,73.88
2023-06-06 06:00:00+02:00,84.64
2023-06-06 07:00:00+02:00,106.72
2023-06-06 08:00:00+02:00,108.8
2023-06-06 09:00:00+02:00,94.9
2023-06-06 10:00:00+02:00,86.01
2023-06-06 11:00:00+02:00,82.03
2023-06-06 12:00:00+02:00,75.8
2023-06-06 13:00:00+02:00,71.02
2023-06-06 14:00:00+02:00,67.44
2023-06-06 15:00:00+02:00,68.3
2023-06-06 16:00:00+02:00,70.96
2023-06-06 17:00:00+02:00,83.0
2023-06-06 18:00:00+02:00,91.86
2023-06-06 19:00:00+02:00,102.88
2023-06-06 20:00:00+02:00,109.39
2023-06-06 21:00:00+02:00,108.33
2023-06-06 22:00:00+02:00,97.96
2023-06-06 23:00:00+02:00,89.99
2023-06-07 00:00:00+02:00,86.74
2023-06-07 01:00:00+02:00,78.4
2023-06-07 02:00:00+02:00,75.36
2023-06-07 03:00:00+02:00,76.94
2023-06-07 04:00:00+02:00,72.85
2023-06-07 05:00:00+02:00,78.78
2023-06-07 06:00:00+02:00,79.59
2023-06-07 07:00:00+02:00,100.07
2023-06-07 08:00:00+02:00,109.15
2023-06-07 09:00:00+02:00,97.31
2023-06-07 10:00:00+02:00,92.69
2023-06-07 11:00:00+02:00,86.6
2023-06-07 12:00:00+02:00,79.95
2023-06-07 13:00:00+02:00,74.28
2023-06-07 14:00:00+02:00,76.45
2023-06-07 15:00:00+02:00,75.47
2023-06-07 16:00:00+02:00,79.46
2023-06-07 17:00:00+02:00,84.44
2023-06-07 18:00:00+02:00,97.84
2023-06-07 19:00:00+02:00,113.22
2023-06-07 20:00:00+02:00,118.38
2023-06-07 21:00:00+02:00,112.3
2023-06-07 22:00:00+02:00,102.42
2023-06-07 23:00:00+02:00,94.9
2023-06-08 00:00:00+02:00,93.93
2023-06-08 01:00:00+02:00,89.26
2023-06-08 02:00:00+02:00,82.73
2023-06-08 03:00:00+02:00,76.2
2023-06-08 04:00:00+02:00,74.14
2023-06-08 05:00:00+02:00,76.72
2023-06-08 06:00:00+02:00,84.53
2023-06-08 07:00:00+02:00,92.57
2023-06-08 08:00:00+02:00,91.4
2023-06-08 09:00:00+02:00,83.77
2023-06-08 10:00:00+02:00,74.64
2023-06-08 11:00:00+02:00,68.5
2023-06-08 12:00:00+02:00,64.22
2023-06-08 13:00:00+02:00,64.8
2023-06-08 14:00:00+02:00,64.06
2023-06-08 15:00:00+02:00,67.93
2023-06-08 16:00:00+02:00,71.17
2023-06-08 17:00:00+02:00,76.1
2023-06-08 18:00:00+02:00,89.09
2023-06-08 19:00:00+02:00,101.43
2023-06-08 20:00:00+02:00,103.5
2023-06-08 21:00:00+02:00,101.99
2023-06-08 22:00:00+02:00,96.58
2023-06-08 23:00:00+02:00,91.0
2023-06-09 00:00:00+02:00,95.0
2023-06-09 01:00:00+02:00,89.7
2023-06-09 02:00:00+02:00,79.73
2023-06-09 03:00:00+02:00,76.0
2023-06-09 04:00:00+02:00,76.06
2023-06-09 05:00:00+02:00,82.95
2023-06-09 06:00:00+02:00,91.57
2023-06-09 07:00:00+02:00,103.97
2023-06-09 08:00:00+02:00,103.94
2023-06-09 09:00:00+02:00,91.39
2023-06-09 10:00:00+02:00,82.26
2023-06-09 11:00:00+02:00,75.43
2023-06-09 12:00:00+02:00,70.03
2023-06-09 13:00:00+02:00,71.17
2023-06-09 14:00:00+02:00,64.06
2023-06-09 15:00:00+02:00,68.39
2023-06-09 16:00:00+02:00,72.64
2023-06-09 17:00:00+02:00,80.63
2023-06-09 18:00:00+02:00,95.0
2023-06-09 19:00:00+02:00,104.12
2023-06-09 20:00:00+02:00,106.45
2023-06-09 21:00:00+02:00,104.12
2023-06-09 22:00:00+02:00,97.48
2023-06-09 23:00:00+02:00,86.0
2023-06-10 00:00:00+02:00,89.03
2023-06-10 01:00:00+02:00,84.1
2023-06-10 02:00:00+02:00,84.13
2023-06-10 03:00:00+02:00,80.32
2023-06-10 04:00:00+02:00,77.44
2023-06-10 05:00:00+02:00,79.87
2023-06-10 06:00:00+02:00,79.43
2023-06-10 07:00:00+02:00,85.0
2023-06-10 08:00:00+02:00,81.82
2023-06-10 09:00:00+02:00,72.7
2023-06-10 10:00:00+02:00,57.62
2023-06-10 11:00:00+02:00,50.6
2023-06-10 12:00:00+02:00,37.84
2023-06-10 13:00:00+02:00,43.34
2023-06-10 14:00:00+02:00,20.67
2023-06-10 15:00:00+02:00,18.4
2023-06-10 16:00:00+02:00,13.1
2023-06-10 17:00:00+02:00,44.5
2023-06-10 18:00:00+02:00,74.97
2023-06-10 19:00:00+02:00,86.16
2023-06-10 20:00:00+02:00,93.19
2023-06-10 21:00:00+02:00,96.74
2023-06-10 22:00:00+02:00,91.26
2023-06-10 23:00:00+02:00,87.3
2023-06-11 00:00:00+02:00,100.13
2023-06-11 01:00:00+02:00,88.82
2023-06-11 02:00:00+02:00,79.56
2023-06-11 03:00:00+02:00,65.82
2023-06-11 04:00:00+02:00,58.87
2023-06-11 05:00:00+02:00,56.79
2023-06-11 06:00:00+02:00,53.18
2023-06-11 07:00:00+02:00,47.39
2023-06-11 08:00:00+02:00,28.44
2023-06-11 09:00:00+02:00,15.9
2023-06-11 10:00:00+02:00,0.13
2023-06-11 11:00:00+02:00,10.05
2023-06-11 12:00:00+02:00,17.08
2023-06-11 13:00:00+02:00,21.55
2023-06-11 14:00:00+02:00,5.14
2023-06-11 15:00:00+02:00,6.19
2023-06-11 16:00:00+02:00,-0.07
2023-06-11 17:00:00+02:00,27.92
2023-06-11 18:00:00+02:00,83.82
2023-06-11 19:00:00+02:00,99.91
2023-06-11 20:00:00+02:00,108.2
2023-06-11 21:00:00+02:00,114.0
2023-06-11 22:00:00+02:00,119.73
2023-06-11 23:00:00+02:00,111.87
2023-06-12 00:00:00+02:00,94.33
2023-06-12 01:00:00+02:00,85.08
2023-06-12 02:00:00+02:00,85.02
2023-06-12 03:00:00+02:00,81.63
2023-06-12 04:00:00+02:00,83.95
2023-06-12 05:00:00+02:00,95.07
2023-06-12 06:00:00+02:00,105.75
2023-06-12 07:00:00+02:00,122.22
2023-06-12 08:00:00+02:00,124.39
2023-06-12 09:00:00+02:00,106.01
2023-06-12 10:00:00+02:00,97.95
2023-06-12 11:00:00+02:00,100.09
2023-06-12 12:00:00+02:00,100.58
2023-06-12 13:00:00+02:00,91.17
2023-06-12 14:00:00+02:00,91.99
2023-06-12 15:00:00+02:00,86.01
2023-06-12 16:00:00+02:00,84.82
2023-06-12 17:00:00+02:00,97.6
2023-06-12 18:00:00+02:00,109.68
2023-06-12 19:00:00+02:00,133.04
2023-06-12 20:00:00+02:00,135.0
2023-06-12 21:00:00+02:00,116.93
2023-06-12 22:00:00+02:00,107.01
2023-06-12 23:00:00+02:00,98.1
2023-06-13 00:00:00+02:00,89.11
2023-06-13 01:00:00+02:00,82.78
2023-06-13 02:00:00+02:00,83.29
2023-06-13 03:00:00+02:00,82.75
2023-06-13 04:00:00+02:00,84.77
2023-06-13 05:00:00+02:00,90.04
2023-06-13 06:00:00+02:00,101.56
2023-06-13 07:00:00+02:00,118.63
2023-06-13 08:00:00+02:00,120.04
2023-06-13 09:00:00+02:00,103.12
2023-06-13 10:00:00+02:00,85.08
2023-06-13 11:00:00+02:00,81.79
2023-06-13 12:00:00+02:00,67.63
2023-06-13 13:00:00+02:00,73.22
2023-06-13 14:00:00+02:00,71.33
2023-06-13 15:00:00+02:00,65.5
2023-06-13 16:00:00+02:00,73.51
2023-06-13 17:00:00+02:00,84.64
2023-06-13 18:00:00+02:00,101.52
2023-06-13 19:00:00+02:00,112.6
2023-06-13 20:00:00+02:00,120.38
2023-06-13 21:00:00+02:00,113.95
2023-06-13 22:00:00+02:00,105.0
2023-06-13 23:00:00+02:00,98.38
2023-06-14 00:00:00+02:00,96.28
2023-06-14 01:00:00+02:00,88.68
2023-06-14 02:00:00+02:00,86.98
2023-06-14 03:00:00+02:00,86.25
2023-06-14 04:00:00+02:00,86.72
2023-06-14 05:00:00+02:00,95.1
2023-06-14 06:00:00+02:00,104.78
2023-06-14 07:00:00+02:00,127.28
2023-06-14 08:00:00+02:00,128.0
2023-06-14 09:00:00+02:00,103.32
2023-06-14 10:00:00+02:00,87.66
2023-06-14 11:00:00+02:00,78.5
2023-06-14 12:00:00+02:00,74.33
2023-06-14 13:00:00+02:00,75.32
2023-06-14 14:00:00+02:00,78.04
2023-06-14 15:00:00+02:00,78.58
2023-06-14 16:00:00+02:00,83.52
2023-06-14 17:00:00+02:00,98.13
2023-06-14 18:00:00+02:00,114.83
2023-06-14 19:00:00+02:00,137.45
2023-06-14 20:00:00+02:00,143.2
2023-06-14 21:00:00+02:00,129.59
2023-06-14 22:00:00+02:00,116.4
2023-06-14 23:00:00+02:00,106.52
2023-06-15 00:00:00+02:00,107.12
2023-06-15 01:00:00+02:00,102.77
2023-06-15 02:00:00+02:00,100.62
2023-06-15 03:00:00+02:00,100.38
2023-06-15 04:00:00+02:00,100.37
2023-06-15 05:00:00+02:00,101.52
2023-06-15 06:00:00+02:00,119.8
2023-06-15 07:00:00+02:00,135.94
2023-06-15 08:00:00+02:00,140.07
2023-06-15 09:00:00+02:00,116.0
2023-06-15 10:00:00+02:00,103.66
2023-06-15 11:00:00+02:00,98.02
2023-06-15 12:00:00+02:00,92.24
2023-06-15 13:00:00+02:00,90.0
2023-06-15 14:00:00+02:00,90.0
2023-06-15 15:00:00+02:00,92.01
2023-06-15 16:00:00+02:00,96.75
2023-06-15 17:00:00+02:00,104.9
2023-06-15 18:00:00+02:00,125.39
2023-06-15 19:00:00+02:00,149.16
2023-06-15 20:00:00+02:00,160.19
2023-06-15 21:00:00+02:00,153.81
2023-06-15 22:00:00+02:00,148.02
2023-06-15 23:00:00+02:00,124.98
2023-06-16 00:00:00+02:00,126.16
2023-06-16 01:00:00+02:00,121.6
2023-06-16 02:00:00+02:00,115.58
2023-06-16 03:00:00+02:00,112.68
2023-06-16 04:00:00+02:00,113.07
2023-06-16 05:00:00+02:00,117.75
2023-06-16 06:00:00+02:00,136.54
2023-06-16 07:00:00+02:00,151.55
2023-06-16 08:00:00+02:00,145.59
2023-06-16 09:00:00+02:00,124.16
2023-06-16 10:00:00+02:00,112.2
2023-06-16 11:00:00+02:00,108.99
2023-06-16 12:00:00+02:00,107.35
2023-06-16 13:00:00+02:00,110.2
2023-06-16 14:00:00+02:00,105.84
2023-06-16 15:00:00+02:00,101.65
2023-06-16 16:00:00+02:00,108.47
2023-06-16 17:00:00+02:00,115.02
2023-06-16 18:00:00+02:00,135.35
2023-06-16 19:00:00+02:00,161.15
2023-06-16 20:00:00+02:00,175.09
2023-06-16 21:00:00+02:00,167.05
2023-06-16 22:00:00+02:00,151.95
2023-06-16 23:00:00+02:00,138.56
2023-06-17 00:00:00+02:00,130.81
2023-06-17 01:00:00+02:00,122.8
2023-06-17 02:00:00+02:00,119.99
2023-06-17 03:00:00+02:00,116.42
2023-06-17 04:00:00+02:00,111.06
2023-06-17 05:00:00+02:00,110.0
2023-06-17 06:00:00+02:00,110.28
2023-06-17 07:00:00+02:00,108.03
2023-06-17 08:00:00+02:00,101.0
2023-06-17 09:00:00+02:00,95.6
2023-06-17 10:00:00+02:00,85.0
2023-06-17 11:00:00+02:00,69.99
2023-06-17 12:00:00+02:00,59.36
2023-06-17 13:00:00+02:00,48.4
2023-06-17 14:00:00+02:00,39.38
2023-06-17 15:00:00+02:00,56.08
2023-06-17 16:00:00+02:00,85.0
2023-06-17 17:00:00+02:00,101.52
2023-06-17 18:00:00+02:00,115.31
2023-06-17 19:00:00+02:00,137.79
2023-06-17 20:00:00+02:00,146.97
2023-06-17 21:00:00+02:00,148.58
2023-06-17 22:00:00+02:00,143.6
2023-06-17 23:00:00+02:00,136.65
2023-06-18 00:00:00+02:00,127.51
2023-06-18 01:00:00+02:00,112.63
2023-06-18 02:00:00+02:00,106.31
2023-06-18 03:00:00+02:00,103.05
2023-06-18 04:00:00+02:00,98.81
2023-06-18 05:00:00+02:00,92.26
2023-06-18 06:00:00+02:00,95.64
2023-06-18 07:00:00+02:00,92.06
2023-06-18 08:00:00+02:00,85.0
2023-06-18 09:00:00+02:00,78.18
2023-06-18 10:00:00+02:00,63.43
2023-06-18 11:00:00+02:00,53.74
2023-06-18 12:00:00+02:00,45.87
2023-06-18 13:00:00+02:00,29.46
2023-06-18 14:00:00+02:00,25.04
2023-06-18 15:00:00+02:00,49.06
2023-06-18 16:00:00+02:00,75.0
2023-06-18 17:00:00+02:00,93.69
2023-06-18 18:00:00+02:00,107.23
2023-06-18 19:00:00+02:00,123.24
2023-06-18 20:00:00+02:00,131.18
2023-06-18 21:00:00+02:00,135.35
2023-06-18 22:00:00+02:00,137.27
2023-06-18 23:00:00+02:00,117.58
2023-06-19 00:00:00+02:00,99.85
2023-06-19 01:00:00+02:00,93.57
2023-06-19 02:00:00+02:00,88.49
2023-06-19 03:00:00+02:00,89.58
2023-06-19 04:00:00+02:00,92.14
2023-06-19 05:00:00+02:00,95.79
2023-06-19 06:00:00+02:00,113.1
2023-06-19 07:00:00+02:00,132.43
2023-06-19 08:00:00+02:00,132.49
2023-06-19 09:00:00+02:00,115.53
2023-06-19 10:00:00+02:00,104.0
2023-06-19 11:00:00+02:00,97.18
2023-06-19 12:00:00+02:00,93.24
2023-06-19 13:00:00+02:00,90.01
2023-06-19 14:00:00+02:00,88.39
2023-06-19 15:00:00+02:00,94.15
2023-06-19 16:00:00+02:00,98.15
2023-06-19 17:00:00+02:00,110.08
2023-06-19 18:00:00+02:00,137.0
2023-06-19 19:00:00+02:00,169.09
2023-06-19 20:00:00+02:00,179.56
2023-06-19 21:00:00+02:00,164.63
2023-06-19 22:00:00+02:00,147.07
2023-06-19 23:00:00+02:00,134.85
2023-06-20 00:00:00+02:00,121.04
2023-06-20 01:00:00+02:00,110.53
2023-06-20 02:00:00+02:00,104.09
2023-06-20 03:00:00+02:00,101.21
2023-06-20 04:00:00+02:00,100.33
2023-06-20 05:00:00+02:00,101.07
2023-06-20 06:00:00+02:00,119.37
2023-06-20 07:00:00+02:00,136.1
2023-06-20 08:00:00+02:00,146.6
2023-06-20 09:00:00+02:00,130.94
2023-06-20 10:00:00+02:00,114.13
2023-06-20 11:00:00+02:00,109.8
2023-06-20 12:00:00+02:00,100.08
2023-06-20 13:00:00+02:00,102.32
2023-06-20 14:00:00+02:00,101.77
2023-06-20 15:00:00+02:00,103.21
2023-06-20 16:00:00+02:00,105.29
2023-06-20 17:00:00+02:00,118.6
2023-06-20 18:00:00+02:00,140.0
2023-06-20 19:00:00+02:00,160.59
2023-06-20 20:00:00+02:00,165.08
2023-06-20 21:00:00+02:00,150.0
2023-06-20 22:00:00+02:00,138.0
2023-06-20 23:00:00+02:00,120.21
2023-06-21 00:00:00+02:00,119.7
2023-06-21 01:00:00+02:00,110.75
2023-06-21 02:00:00+02:00,104.78
2023-06-21 03:00:00+02:00,103.91
2023-06-21 04:00:00+02:00,103.76
2023-06-21 05:00:00+02:00,107.01
2023-06-21 06:00:00+02:00,125.22
2023-06-21 07:00:00+02:00,137.67
2023-06-21 08:00:00+02:00,144.52
2023-06-21 09:00:00+02:00,126.12
2023-06-21 10:00:00+02:00,116.78
2023-06-21 11:00:00+02:00,114.7
2023-06-21 12:00:00+02:00,104.4
2023-06-21 13:00:00+02:00,102.96
2023-06-21 14:00:00+02:00,97.39
2023-06-21 15:00:00+02:00,99.44
2023-06-21 16:00:00+02:00,100.2
2023-06-21 17:00:00+02:00,113.56
2023-06-21 18:00:00+02:00,138.13
2023-06-21 19:00:00+02:00,167.48
2023-06-21 20:00:00+02:00,189.01
2023-06-21 21:00:00+02:00,174.4
2023-06-21 22:00:00+02:00,154.13
2023-06-21 23:00:00+02:00,134.85
2023-06-22 00:00:00+02:00,132.87
2023-06-22 01:00:00+02:00,123.31
2023-06-22 02:00:00+02:00,115.31
2023-06-22 03:00:00+02:00,111.33
2023-06-22 04:00:00+02:00,107.02
2023-06-22 05:00:00+02:00,113.78
2023-06-22 06:00:00+02:00,131.33
2023-06-22 07:00:00+02:00,148.24
2023-06-22 08:00:00+02:00,151.71
2023-06-22 09:00:00+02:00,130.0
2023-06-22 10:00:00+02:00,116.05
2023-06-22 11:00:00+02:00,111.42
2023-06-22 12:00:00+02:00,110.97
2023-06-22 13:00:00+02:00,106.88
2023-06-22 14:00:00+02:00,106.47
2023-06-22 15:00:00+02:00,106.76
2023-06-22 16:00:00+02:00,108.18
2023-06-22 17:00:00+02:00,124.42
2023-06-22 18:00:00+02:00,137.3
2023-06-22 19:00:00+02:00,157.43
2023-06-22 20:00:00+02:00,155.11
2023-06-22 21:00:00+02:00,147.18
2023-06-22 22:00:00+02:00,134.34
2023-06-22 23:00:00+02:00,120.86
2023-06-23 00:00:00+02:00,103.91
2023-06-23 01:00:00+02:00,95.2
2023-06-23 02:00:00+02:00,91.79
